Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo de la tarjeta de crédito;Nombre corto de la tarjeta de crédito;Comisión máxima por administración y mantenimiento de la cuenta;Comisión máxima por servicio de renovación;Tasa efectiva anual máxima de interés compensatorio por financiación de saldos;Tasa efectiva anual máxima de interés por adelanto en efectivo;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Segmento;Territorio de validez;Más información
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;AMERICAN EXPRESS INTERNACIONAL;AMEX INTER;18500,00;163500,00;133,44;133,44;310000;6;100;Internacional;Todo el territorio nacional;0
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;VISA GOLD;VISA GOLD;21500,00;326000,00;133,44;133,44;900000;6;100;Premium gold;Todo el territorio nacional;0
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;MASTERCARD PLATINUM;MASTER PLATINUM;31500,00;457600,00;133,44;133,44;999999;6;100;Premium gold;Todo el territorio nacional;EL INGRESO MENSUAL MINIMO ES 2.150.000 PESOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;AMERICAN EXPRESS SIGNATURE;AMEX SIGNATURE;32000,00;582300,00;133,44;133,44;999999;6;100;Premium signature, black o similar;Todo el territorio nacional;EL INGRESO MENSUAL MINIMO ES 3.250.000 PESOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;MASTERCARD INTERNACIONAL;MASTER INTER;27500,00;163500,00;133,44;133,44;310000;6;100;Internacional;Todo el territorio nacional;0
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;MASTERCARD BLACK;MASTER BLACK;37500,00;582300,00;133,44;133,44;999999;6;100;Premium signature, black o similar;Todo el territorio nacional;EL INGRESO MENSUAL MINIMO ES 3.250.000 PESOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;MASTERCARD GOLD;MASTER GOLD;21500,00;326000,00;133,44;133,44;900000;6;100;Premium gold;Todo el territorio nacional;0
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;AMERICAN EXPRESS PLATINUM;AMEX PLATINUM;31500,00;457600,00;133,44;133,44;999999;6;100;Premium gold;Todo el territorio nacional;EL INGRESO MENSUAL MINIMO ES 2.150.000 PESOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;VISA SIGNATURE;VISA SIGNATURE;37500,00;582300,00;133,44;133,44;999999;6;100;Premium signature, black o similar;Todo el territorio nacional;EL INGRESO MENSUAL MINIMO ES 3.250.000 PESOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;VISA INTERNACIONAL;VISA INTER;27500,00;163500,00;133,44;133,44;310000;6;100;Internacional;Todo el territorio nacional;0
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;VISA PLATINUM;VISA PLATINUM;31500,00;457600,00;133,44;133,44;999999;6;100;Premium gold;Todo el territorio nacional;EL INGRESO MENSUAL MINIMO ES 2.150.000 PESOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-03-10;AMERICAN EXPRESS GOLD;AMEX GOLD;21500,00;326000,00;133,44;133,44;900000;6;100;Premium gold;Todo el territorio nacional;0
11;BANCO DE LA NACION ARGENTINA;2026-04-14;VISA INTERNACIONAL;VISA INTERNACIONAL;8801,54;156478,41;103,18;103,18;352400;3;100;Internacional;Todo el territorio nacional;
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA PACTAR;TARJETA PACTAR;4500,00;,00;40,42;40,42;0;0;100;Nacional;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA MASTERCARD GOLD;MASTERCARD GOLD;8500,00;275000,00;147,31;147,31;1400000;1;100;Premium gold;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA MASTERCARD INTERNACIONAL;MASTERCARD INTERNACIONAL;8500,00;130000,00;147,31;147,31;430000;1;100;Internacional;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA VISA GOLD;VISA GOLD;8500,00;275000,00;147,31;147,31;1400000;1;100;Premium gold;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA VISA CLASSIC;VISA CLASSIC;8500,00;130000,00;147,31;147,31;430000;1;100;Internacional;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA VISA SIGNATURE;VISA SIGNATURE;,00;595000,00;147,31;147,31;3400000;0;100;Premium signature, black o similar;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA PROCAMPO;TARJETA PROCAMPO;4500,00;,00;53,76;53,76;0;0;100;Nacional;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA MASTERCARD REGIONAL;MASTERCARD REGIONAL;8500,00;130000,00;147,31;147,31;34560;1;100;Nacional;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA  MASTERCARD BLACK;MASTERCARD BLACK;,00;595000,00;147,31;147,31;3400000;0;100;Premium signature, black o similar;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA VISA PLATINUM;VISA PLATINUM;,00;410000,00;147,31;147,31;2100000;0;100;Premium platinum;Todo el territorio nacional;0
14;BANCO DE LA PROVINCIA DE BUENOS AIRES;2026-04-13;TARJETA MASTERCARD PLATINUM;MASTERCARD PLATINUM;,00;410000,00;147,31;147,31;2100000;0;100;Premium platinum;Todo el territorio nacional;0
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-09;TARJETA ICBC PLATINUM MASTERCARD;ICBC PLATINUM MASTER;9602,56;448341,30;120,78;120,78;3000000;12;79;Internacional;Todo el territorio nacional;
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-09;TARJETA ICBC GOLD VISA;ICBC GOLD VISA;9602,56;340082,60;120,78;120,78;1500000;12;79;Internacional;Todo el territorio nacional;
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-09;TARJETA ICBC GOLD MASTERCARD;ICBC GOLD MASTER;9602,56;340082,60;120,78;120,78;1500000;12;79;Internacional;Todo el territorio nacional;
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-09;TARJETA ICBC INTERNACIONAL MASTERCARD;ICBC INTERNACIONAL MASTER;9602,56;179087,26;120,78;120,78;1000000;12;79;Internacional;Todo el territorio nacional;
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-09;TARJETA ICBC PLATINUM VISA;ICBC PLATINUM VISA;9602,56;448341,30;120,78;120,78;3000000;12;79;Internacional;Todo el territorio nacional;
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-09;TARJETA ICBC INTERNACIONAL VISA;ICBC INTERNACIONAL VISA;9602,56;179087,26;120,78;120,78;1000000;12;79;Internacional;Todo el territorio nacional;
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-09;TARJETA ICBC MASTERCARD BLACK;TARJETA ICBC BLACK;,00;594589,16;120,78;120,78;3800000;12;79;Internacional;Todo el territorio nacional;LA COMISION POR ADMINISTRACION SE ENCUENTRA BONIFICADA PARA BLACK
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-09;TARJETA ICBC SIGNATURE VISA;TARJETA ICBC SIGNATURE;,00;594589,16;120,78;120,78;3800000;12;79;Internacional;Todo el territorio nacional;LA COMISION POR ADMINISTRACION SE ENCUENTRA BONIFICADA PARA SIGNATURE
17;BANCO BBVA ARGENTINA S.A.;2026-04-10;MASTERCARD BLACK                                                                                                               ;MC BLACK                ;51900,00;,00;106,41;106,41;999999;12;100;Premium signature, black o similar;Todo el territorio nacional;ADELANTO DE DINERO EN CUENTA TEA 76.51
17;BANCO BBVA ARGENTINA S.A.;2026-04-10;MASTERCARD PLATINUM                                                                                                            ;MC PLATINU              ;45900,00;,00;106,41;106,41;500000;12;100;Premium platinum;Todo el territorio nacional;ADELANTO DE DINERO EN CUENTA TEA 76.51
17;BANCO BBVA ARGENTINA S.A.;2026-04-10;MASTERCARD GOLD                                                                                                                ;MC GOLD                 ;34900,00;,00;106,41;106,41;280000;12;100;Premium gold;Todo el territorio nacional;ADELANTO DE DINERO EN CUENTA TEA 76.51
17;BANCO BBVA ARGENTINA S.A.;2026-04-10;VISA PLATINUM                                                                                                                  ;VI PLATIN               ;45900,00;,00;106,41;106,41;500000;12;100;Premium platinum;Todo el territorio nacional;ADELANTO DE DINERO EN CUENTA TEA 76.51
17;BANCO BBVA ARGENTINA S.A.;2026-04-10;VISA SIGNATURE                                                                                                                 ;VI SIGNAT               ;51900,00;,00;106,41;106,41;999000;12;100;Premium signature, black o similar;Todo el territorio nacional;ADELANTO DE DINERO EN CUENTA TEA 76.51
17;BANCO BBVA ARGENTINA S.A.;2026-04-10;VISA GOLD                                                                                                                      ;VI GOLD                 ;34900,00;,00;106,41;106,41;280000;12;100;Premium gold;Todo el territorio nacional;ADELANTO DE DINERO EN CUENTA TEA 76.51
17;BANCO BBVA ARGENTINA S.A.;2026-04-10;MASTERCARD INTERNACIONAL                                                                                                       ;MC INT                  ;28900,00;,00;106,41;106,41;280000;12;100;Internacional;Todo el territorio nacional;ADELANTO DE DINERO EN CUENTA TEA 76.51
17;BANCO BBVA ARGENTINA S.A.;2026-04-10;VISA INTERNACIONAL                                                                                                             ;VI INTER                ;28900,00;,00;106,41;106,41;280000;12;100;Internacional;Todo el territorio nacional;ADELANTO DE DINERO EN CUENTA TEA 76.51
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD INTERNACIONAL;CORDOBESA MASTER INTER;5581,42;60908,36;369,88;369,88;4000;6;81;Internacional;Ciudad Autónoma de Buenos Aires;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD INTERNACIONAL;CORDOBESA MASTER INTER;5581,42;60908,36;369,88;369,88;4000;6;81;Internacional;Provincia de Santa Fe;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA VISA ORO;CORDOBESA VISA ORO;5874,59;153002,40;369,88;369,88;16000;6;81;Premium gold;Provincia de Santa Fe;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD REGIONAL;CORDOBESA MASTER REGIONAL;4345,99;12126,21;369,88;369,88;4000;6;81;Nacional;Ciudad Autónoma de Buenos Aires;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD ORO;CORDOBESA MASTER ORO;5874,59;153002,40;369,88;369,88;16000;6;81;Premium gold;Ciudad Autónoma de Buenos Aires;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA VISA ORO;CORDOBESA VISA ORO;5874,59;153002,40;369,88;369,88;16000;6;81;Premium gold;Ciudad Autónoma de Buenos Aires;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD ORO;CORDOBESA MASTER ORO;5874,59;153002,40;369,88;369,88;16000;6;81;Premium gold;Provincia de Santa Fe;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA VISA INTERNACIONAL;CORDOBESA VISA INTER;5581,42;60908,36;369,88;369,88;4000;6;81;Internacional;Ciudad Autónoma de Buenos Aires;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA VISA INTERNACIONAL;CORDOBESA VISA INTER;5581,42;60908,36;369,88;369,88;4000;6;81;Internacional;Provincia de Santa Fe;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD ORO;CORDOBESA MASTER ORO;5874,59;153002,40;369,88;369,88;16000;6;81;Premium gold;Provincia de Córdoba;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD INTERNACIONAL;CORDOBESA MASTER INTER;5581,42;60908,36;369,88;369,88;4000;6;81;Internacional;Provincia de Córdoba;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD BLACK;CORDOBESA MASTER BLACK;13918,43;375089,90;369,88;369,88;118125;6;81;Premium platinum;Provincia de Santa Fe;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA VISA ORO;CORDOBESA VISA ORO;5874,59;153002,40;369,88;369,88;16000;6;81;Premium gold;Provincia de Córdoba;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD BLACK;CORDOBESA MASTER BLACK;13918,43;375089,90;369,88;369,88;118125;6;81;Premium platinum;Ciudad Autónoma de Buenos Aires;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD REGIONAL;CORDOBESA MASTER REGIONAL;4345,99;12126,21;369,88;369,88;4000;6;81;Nacional;Provincia de Córdoba;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD REGIONAL;CORDOBESA MASTER REGIONAL;4345,99;12126,21;369,88;369,88;4000;6;81;Nacional;Provincia de Santa Fe;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA MASTERCARD BLACK;CORDOBESA MASTER BLACK;13918,43;375089,90;369,88;369,88;118125;6;81;Premium platinum;Provincia de Córdoba;
20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;2024-04-05;CORDOBESA VISA INTERNACIONAL;CORDOBESA VISA INTER;5581,42;60908,36;369,88;369,88;4000;6;81;Internacional;Provincia de Córdoba;
27;BANCO SUPERVIELLE S.A.;2026-04-01;VISA INTERNACIONAL;V INT;10800,00;168000,00;142,75;142,75;340000;6;0;Internacional;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE  LIBERTE DE PRODUCTO BONIFICADAS
27;BANCO SUPERVIELLE S.A.;2026-04-01;VISA PLATINUM;V PLA;10800,00;456000,00;142,75;142,75;1100000;6;0;Premium platinum;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE IDENTITE PLATINUM DE PRODUCTO BONIFICADAS
27;BANCO SUPERVIELLE S.A.;2026-04-01;MASTERCARD INTERNACIONAL;M INT;10800,00;168000,00;142,75;142,75;340000;6;0;Internacional;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE  LIBERTE  DE PRODUCTO BONIFICADAS
27;BANCO SUPERVIELLE S.A.;2026-04-01;MASTERCARD PLATINUM;M PLA;10800,00;456000,00;142,75;142,75;1100000;6;0;Premium platinum;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE IDENTITE PLATINUM DE PRODUCTO BONIFICADAS
27;BANCO SUPERVIELLE S.A.;2026-04-01;VISA ORO;V ORO;10800,00;336000,00;142,75;142,75;590000;6;0;Premium gold;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE LIBERTE GOLD DE PRODUCTO BONIFICADAS
27;BANCO SUPERVIELLE S.A.;2026-04-01;MASTERCARD SIEMPRE MAS;M INT SM;10800,00;168000,00;142,75;142,75;340000;6;0;Internacional;Ciudad Autónoma de Buenos Aires;TARJETAS MONOPRODUCTO
27;BANCO SUPERVIELLE S.A.;2026-04-01;MASTERCARD ORO;M ORO;10800,00;336000,00;142,75;142,75;590000;6;0;Premium gold;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE  LIBERTE GOLD DE PRODUCTO BONIFICADAS
27;BANCO SUPERVIELLE S.A.;2026-04-01;MASTERCARD BLACK;M BLA;10800,00;552000,00;142,75;142,75;3500000;6;0;Premium signature, black o similar;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE IDENTITE BLACK DE PRODUCTO BONIFICADAS
27;BANCO SUPERVIELLE S.A.;2026-04-01;VISA NACIONAL;V NAC;10800,00;100080,00;142,75;142,75;8500;6;0;Nacional;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE ACTIVE DE PRODUCTO BONIFICADAS
27;BANCO SUPERVIELLE S.A.;2026-04-01;VISA SIGNATURE;V SIG;10800,00;552000,00;142,75;142,75;3500000;6;0;Premium signature, black o similar;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE IDENTITE BLACK DE PRODUCTO BONIFICADAS
27;BANCO SUPERVIELLE S.A.;2026-04-01;MASTERCARD REGIONAL;M REG;10800,00;100080,00;142,75;142,75;8500;6;0;Nacional;Ciudad Autónoma de Buenos Aires;TARJETAS PERTENECIENTES A PAQUETE  ACTIVE DE PRODUCTO BONIFICADAS
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-01-23;VISA INTERNACIONAL;VISA INTERNACIONAL;6458,00;107660,00;125,30;125,30;334800;3;100;Internacional;Provincia de Tucumán;0
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-01-23;VISA INTERNACIONAL;VISA INTERNACIONAL;6458,00;107660,00;125,30;125,30;334800;3;100;Internacional;Provincia de Mendoza;0
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-01-23;VISA INTERNACIONAL;VISA INTERNACIONAL;6458,00;107660,00;125,30;125,30;334800;3;100;Internacional;Ciudad Autónoma de Buenos Aires;0
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-01-23;VISA INTERNACIONAL;VISA INTERNACIONAL;6458,00;107660,00;125,30;125,30;334800;3;100;Internacional;Provincia de Córdoba;0
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-01-23;VISA INTERNACIONAL;VISA INTERNACIONAL;6458,00;107660,00;125,30;125,30;334800;3;100;Internacional;Provincia de Salta;0
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-01-23;VISA INTERNACIONAL;VISA INTERNACIONAL;6458,00;107660,00;125,30;125,30;334800;3;100;Internacional;Provincia de Buenos Aires;0
34;BANCO PATAGONIA S.A.;2026-04-07;TARJETA DE CREDITO INTERNACIONAL;TARJETA INTERNACIONAL;10436,25;180895,00;126,10;126,10;0;0;100;Internacional;Todo el territorio nacional;EL PRODUCTO INFORMADO DISPONE DE ALCANCE INTERNACIONAL, POSIBILIDAD DE REALIZAR ADELANTOS EN EFECTIVO A NIVEL LOCAL E INTERNACIONAL.EL PRODUCTO INFORMADO DISPONE DE UN PROGRAMA DE SUMAPUNTOS EN RELACION AL NIVEL DE CONSUMOS QUE PERMITIRA ACCEDER A LA BONIFICACION DE LA COMISION POR SERVICIO Y RENOVACION. EL PRODUCTO INFORMADO DISPONE DE DESCUENTOS EN SUPERMERCADOS, INDUMENTARIA Y RESTAURANTS COMO PROMOCION DE BIENVENIDA. ADICIONALMENTE DISPONE DE BENEFICIOS EN TURISMO, RESTAURANTS E INDUMENTARIA ENTRE OTROS. LOS TERMINOS Y CONDICIONES APLICABLES SE ENCUENTRAN PUBLICADOS EN EL SITIO WEB DE BANCO PATAGONIA.LAS COMISIONES INFORMADAS INCLUYEN EL IMPUESTO AL VALOR AGREGADO.DE ACUERDO A LA JURISDICCION DE RADICACION DE LA TARJETA, EL PRODUCTO ES SUCEPTIBLE DE SER ALCANZADO POR IMPUESTOS PROVINCIALES.
44;BANCO HIPOTECARIO S.A.;2026-04-13;TARJETA LIBERTAD VISA INTERNACIONAL;LIBERTADVISAINTERNACIONAL;10103,60;180251,00;172,36;172,36;715600;12;85;Internacional;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-04-13;TARJETA LIBERTAD VISA NACIONAL;LIBERTAD VISA NACIONAL;10103,60;101204,64;172,36;172,36;715600;12;85;Nacional;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-04-13;TARJETA VISA INTERNACIONAL BANCO HIPOTECARIO;VISA INTERNACIONAL;13031,00;180251,00;172,36;172,36;715600;12;85;Internacional;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-04-13;TARJETA VISA GOLD BANCO HIPOTECARIO;VISA GOLD;13031,00;335636,00;172,36;172,36;1000000;12;85;Premium gold;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-04-13;TARJETA VISA PLATINUM BANCO HIPOTECARIO;VISA PLATINUM;13031,00;423300,00;172,36;172,36;2000000;12;85;Premium platinum;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-04-13;TARJETA VISA SIGNATURE BANCO HIPOTECARIO;VISA SIGNATURE;13031,00;517367,00;172,36;172,36;3000000;12;85;Premium signature, black o similar;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-04-13;TARJETA VISA NACIONAL BANCO HIPOTECARIO;VISA NACIONAL;13031,00;101204,64;172,36;172,36;715600;12;85;Nacional;Todo el territorio nacional;
45;BANCO DE SAN JUAN S.A.;2026-04-01;VISA INTERNACIONAL;VISA INTERNACIONAL;10350,00;206267,00;108,90;108,90;352400;0;83;Internacional;Todo el territorio nacional;SERVICIO DE RENOVACION ANUAL: SE BONIFICA TOTAL O PARCIALMENTE, EN FUNCION DE LOS CONSUMOS, SEGUN EL PROGRAMA SUMA PUNTOS. SERVICIO DE RENOVACION ANUAL Y MANTENIMIENTO DE CUENTA: TARJETAS ASOCIADAS A PAQUETE DE CUENTAS BONIFICADO 100 POR CIENTO.
65;BANCO MUNICIPAL DE ROSARIO;2026-03-30;TARJETA DE CREDITO VISA INTERNACIONAL;VISA INTERNACIONAL;14375,00;155483,00;123,20;123,20;10000;4;84;Internacional;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER AMERICAN EXPRESS BLACK;TARJETA AMEX BLACK;7234,00;506748,00;123,41;123,41;3200000;6;100;Premium signature, black o similar;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER VISA GOLD;TARJETA VISA GOLD;7234,00;301169,00;123,41;123,41;1000000;6;100;Premium gold;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER VISA INTERNACIONAL;TARJETA VISA INTER;7234,00;132011,00;123,41;123,41;410000;6;100;Internacional;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER AMERICAN EXPRESS INTERNACIONAL;TARJETA AMEX INTER;7234,00;132011,00;123,41;123,41;410000;6;100;Internacional;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER AMERICAN EXPRESS GOLD;TARJETA AMEX GOLD;7234,00;301169,00;123,41;123,41;1000000;6;100;Premium gold;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER VISA BLACK;TARJETA VISA BLACK;7234,00;506748,00;123,41;123,41;3200000;6;100;Premium signature, black o similar;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER VISA PLATINUM;TARJETA VISA PLATINUM;7234,00;405108,00;123,41;123,41;2100000;6;100;Premium platinum;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER MASTERCARD GOLD;TARJETA MASTER GOLD;7234,00;301169,00;123,41;123,41;1000000;6;100;Premium gold;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER MASTERCARD BLACK;TARJETA MASTER BLACK;7234,00;506748,00;123,41;123,41;3200000;6;100;Premium signature, black o similar;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER MASTERCARD INTERNACIONAL;TARJETA MASTER INTER;7234,00;132011,00;123,41;123,41;410000;6;100;Internacional;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER AMERICAN EXPRESS PLATINUM;TARJETA AMEX PLATINUM;7234,00;405108,00;123,41;123,41;2100000;6;100;Premium platinum;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-03-17;TARJETA SANTANDER MASTERCARD PLATINUM;TARJETA MASTER PLATINUM;7234,00;405108,00;123,41;123,41;2100000;6;100;Premium platinum;Todo el territorio nacional;
83;BANCO DEL CHUBUT S.A.;2026-04-13;PATAGONIA 365;P365;2797,52;20052,12;111,01;111,01;0;0;100;Nacional;Provincia del Chubut;
83;BANCO DEL CHUBUT S.A.;2026-04-13;PATAGONIA 365;P365;2797,52;20052,12;111,01;111,01;0;0;100;Nacional;Provincia de Río Negro;
83;BANCO DEL CHUBUT S.A.;2026-04-13;PATAGONIA 365;P365;2797,52;20052,12;111,01;111,01;0;0;100;Nacional;Ciudad Autónoma de Buenos Aires;
86;BANCO DE SANTA CRUZ S.A.;2026-04-06;VISA INTERNACIONAL;VISA INTERNACIONAL;9000,00;179363,00;111,08;111,08;15000;1;83;Internacional;Todo el territorio nacional;SERVICIO DE RENOVACION ANUAL:SE BONIFICA TOTAL O PARCIALMENTE, EN FUNCION DE LOS CONSUMOS,
93;BANCO DE LA PAMPA SA;2026-03-20;CALDEN VISA CLIENTE GENERAL;VISA CLIENTE GRAL;9317,00;158100,00;110,98;110,98;380000;12;83;Nacional;Provincia del Neuquén;PARA CLIENTES PRECALIFICADOS LA ANTIGUEDAD LABORAL MINIMA EXIGIDA ES DE 6 MESES. COMISION DE RENOVACION INCLUYE IMPUESTO A LOS SELLOS POR 2040 PESOS.
93;BANCO DE LA PAMPA SA;2026-03-20;CALDEN VISA CLIENTE GENERAL;VISA CLIENTE GRAL;9317,00;311100,00;110,98;110,98;900000;12;83;Premium gold;Provincia del Neuquén;PARA CLIENTES PRECALIFICADOS LA ANTIGUEDAD LABORAL MINIMA EXIGIDA ES DE 6 MESES. COMISION DE RENOVACION INCLUYE IMPUESTO A LOS SELLOS POR 2040 PESOS.
93;BANCO DE LA PAMPA SA;2026-03-20;CALDEN MASTERCARD CLIENTE GENERAL;MASTER CLIENTE GRAL;9317,00;153000,00;110,98;110,98;380000;12;83;Nacional;Provincia de La Pampa;PARA CLIENTES PRECALIFICADOS LA ANTIGUEDAD LABORAL MINIMA EXIGIDA ES DE 6 MESES.
93;BANCO DE LA PAMPA SA;2026-03-20;CALDEN MASTERCARD CLIENTE GENERAL;MASTER CLIENTE GRAL;9317,00;306000,00;110,98;110,98;900000;12;83;Premium gold;Ciudad Autónoma de Buenos Aires;PARA CLIENTES PRECALIFICADOS LA ANTIGUEDAD LABORAL MINIMA EXIGIDA ES DE 6 MESES.
93;BANCO DE LA PAMPA SA;2026-03-20;CALDEN VISA CLIENTE GENERAL;VISA CLIENTE GRAL;9317,00;307500,00;110,98;110,98;900000;12;83;Premium gold;Provincia de Río Negro;PARA CLIENTES PRECALIFICADOS LA ANTIGUEDAD LABORAL MINIMA EXIGIDA ES DE 6 MESES. COMISION DE RENOVACION INCLUYE IMPUESTO A LOS SELLOS POR 689 PESOS.
